customer_key,customer_number,customer_name,age,purchasing_behavior_segment,age_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,average_order_value,average_monthly_spend
3062,AW00014061,"Naomi Torres",54,New,"45 - 70",2013-03-30,147,4,82,4,4,1,20.5000,82.0000
3931,AW00014930,"Cindy Sara",51,New,"45 - 70",2013-03-30,147,2,2722,2,2,10,1361.0000,272.2000
288,AW00011287,"Henry Garcia",58,New,"45 - 70",2014-01-28,137,62,1165,62,62,11,18.7903,105.9091
1839,AW00012838,"Ralph Beck",53,New,"45 - 70",2013-03-30,147,3,37,3,3,0,12.3333,37
1466,AW00012465,"Cassandra Patel",47,New,"45 - 70",2013-08-28,142,4,83,4,4,4,20.7500,20.7500
2789,AW00013788,"Kari Fernandez",48,New,"45 - 70",2013-10-18,140,7,201,7,7,6,28.7143,33.5000
1897,AW00012896,"Victoria Wood",43,New,"20 - 45",2013-03-30,147,4,45,4,4,0,11.2500,45
1434,AW00012433,"Antonio Price",58,New,"45 - 70",2013-03-30,147,3,75,3,3,0,25.0000,75
3132,AW00014131,"Javier Navarro",41,New,"20 - 45",2013-03-30,147,3,3807,3,3,7,1269.0000,543.8571
1342,AW00012341,"Katie Kumar",43,VIP,"20 - 45",2013-09-09,142,7,6840,7,7,20,977.1429,342.0000
485,AW00011484,"Erick Sai",42,Regular,"20 - 45",2013-03-30,147,6,4985,6,6,14,830.8333,356.0714
1638,AW00012637,"Leonard Nath",73,New,"above 70",2013-04-29,146,6,6845,6,6,7,1140.8333,977.8571
332,AW00011331,"Samantha Jenkins",51,New,"45 - 70",2014-01-24,137,58,1327,58,58,11,22.8793,120.6364
1346,AW00012345,"Alison Raje",44,New,"20 - 45",2014-01-12,137,6,68,6,6,9,11.3333,7.5556
761,AW00011760,"Melody Moreno",52,New,"45 - 70",2013-11-19,139,9,275,9,9,7,30.5556,39.2857
1315,AW00012314,"Jill Suarez",66,VIP,"45 - 70",2013-12-28,138,8,7997,8,8,16,999.6250,499.8125
256,AW00011255,"Colin Lin",86,New,"above 70",2013-03-31,147,5,114,5,5,1,22.8000,114.0000
3470,AW00014469,"Angela Bell",58,New,"45 - 70",2013-03-31,147,3,64,3,3,0,21.3333,64
2374,AW00013373,"Michelle Murphy",71,New,"above 70",2013-03-31,147,4,72,4,4,0,18.0000,72
3975,AW00014974,"K. Saravan",40,New,"20 - 45",2013-12-21,138,6,159,6,6,8,26.5000,19.8750
699,AW00011698,"Jackson Wright",49,New,"45 - 70",2014-01-14,137,7,255,7,7,9,36.4286,28.3333
227,AW00011226,"Sydney Ross",62,New,"45 - 70",2013-03-31,147,2,37,2,2,1,18.5000,37.0000
772,AW00011771,"Isaac Rivera",46,New,"45 - 70",2013-07-24,143,3,94,3,3,3,31.3333,31.3333
406,AW00011405,"Bonnie Goel",67,New,"45 - 70",2013-03-31,147,1,54,1,1,0,54.0000,54
349,AW00011348,"Shawn Rai",64,New,"45 - 70",2013-03-31,147,3,68,3,3,0,22.6667,68
1662,AW00012661,"Deborah Pal",72,New,"above 70",2013-03-31,147,3,50,3,3,0,16.6667,50
1263,AW00012262,"Morgan Sanchez",59,New,"45 - 70",2013-03-31,147,5,119,5,5,0,23.8000,119
3018,AW00014017,"Chloe Rodriguez",39,Regular,"20 - 45",2013-03-31,147,4,1848,4,4,14,462.0000,132.0000
1081,AW00012080,"Grace Sanchez",73,New,"above 70",2013-03-31,147,2,2355,2,2,0,1177.5000,2355
629,AW00011628,"Mariah Wood",47,VIP,"45 - 70",2013-03-31,147,3,5875,3,3,18,1958.3333,326.3889
1365,AW00012364,"Erin Rogers",78,VIP,"above 70",2013-03-31,147,2,5898,2,2,15,2949.0000,393.2000
3847,AW00014846,"Kelsey Chande",39,VIP,"20 - 45",2013-11-10,140,7,6744,7,7,27,963.4286,249.7778
1350,AW00012349,"Lacey Yuan",45,VIP,"20 - 45",2013-09-01,142,5,6772,5,5,20,1354.4000,338.6000
1356,AW00012355,"Monique Ortega",41,VIP,"20 - 45",2013-09-17,141,7,6818,7,7,20,974.0000,340.9000
1669,AW00012668,"Melissa Patterson",43,VIP,"20 - 45",2013-09-19,141,5,6839,5,5,19,1367.8000,359.9474
1004,AW00012003,"Audrey Munoz",45,VIP,"20 - 45",2013-08-10,143,8,8256,8,8,21,1032.0000,393.1429
1386,AW00012385,"Tara Raji",46,New,"45 - 70",2013-04-03,147,4,5118,4,4,10,1279.5000,511.8000
1214,AW00012213,"Alejandro Lal",51,New,"45 - 70",2013-04-01,147,5,4419,5,5,10,883.8000,441.9000
1366,AW00012365,"Alex Evans",72,New,"above 70",2013-06-06,145,4,54,4,4,2,13.5000,27.0000
2629,AW00013628,"Kaitlin Schmidt",46,New,"45 - 70",2013-09-26,141,6,191,6,6,5,31.8333,38.2000
3655,AW00014654,"Kyle Collins",60,New,"45 - 70",2013-04-01,147,2,7,2,2,0,3.5000,7
3850,AW00014849,"Dwayne Martin",44,New,"20 - 45",2013-04-01,147,2,57,2,2,0,28.5000,57
1066,AW00012065,"Isaiah Collins",75,New,"above 70",2013-04-01,147,4,92,4,4,0,23.0000,92
726,AW00011725,"Jose Li",52,New,"45 - 70",2013-05-02,146,5,124,5,5,1,24.8000,124.0000
3105,AW00014104,"Sydney James",43,New,"20 - 45",2013-04-01,147,4,1889,4,4,11,472.2500,171.7273
2221,AW00013220,"Isabella Hernandez",73,Regular,"above 70",2013-04-01,147,4,4683,4,4,15,1170.7500,312.2000
388,AW00011387,"Megan Ramirez",60,VIP,"45 - 70",2013-04-01,147,6,6959,6,6,20,1159.8333,347.9500
1677,AW00012676,"Michele Madan",45,VIP,"20 - 45",2013-09-06,142,5,6859,5,5,18,1371.8000,381.0556
1648,AW00012647,"Colleen Anand",61,New,"45 - 70",2013-04-20,146,9,6886,9,9,7,765.1111,983.7143
1303,AW00012302,"Kevin Coleman",73,VIP,"above 70",2013-12-26,138,12,8091,12,12,16,674.2500,505.6875
2794,AW00013793,"Jason Gonzales",54,Regular,"45 - 70",2013-04-02,147,3,3021,3,3,14,1007.0000,215.7857
2808,AW00013807,"Frederick Rana",55,Regular,"45 - 70",2013-04-02,147,3,4506,3,3,21,1502.0000,214.5714
3455,AW00014454,"Kayla Anderson",85,New,"above 70",2013-04-02,147,2,32,2,2,0,16.0000,32
2331,AW00013330,"Maria Patterson",80,New,"above 70",2013-09-10,142,6,95,6,6,5,15.8333,19.0000
3037,AW00014036,"Amanda Torres",45,Regular,"20 - 45",2013-04-02,147,3,1839,3,3,12,613.0000,153.2500
1040,AW00012039,"Ricardo Nath",76,VIP,"above 70",2013-08-06,143,9,8212,9,9,19,912.4444,432.2105
403,AW00011402,"Kelli Cai",50,New,"45 - 70",2013-04-02,147,10,5059,10,10,4,505.9000,1264.7500
1646,AW00012645,"Audrey Ruiz",61,New,"45 - 70",2013-04-14,146,6,6847,6,6,6,1141.1667,1141.1667
2769,AW00013768,"Ross Munoz",46,VIP,"45 - 70",2013-11-09,140,4,5064,4,4,21,1266.0000,241.1429
1282,AW00012281,"Janelle Sanchez",44,New,"20 - 45",2013-04-03,147,7,5169,7,7,11,738.4286,469.9091
829,AW00011828,"Katherine Martinez",45,New,"20 - 45",2013-04-19,146,3,94,3,3,0,31.3333,94
188,AW00011187,"Jennifer Cooper",75,New,"above 70",2013-08-06,143,4,108,4,4,4,27.0000,27.0000
803,AW00011802,"Madison Taylor",48,New,"45 - 70",2013-12-01,139,12,214,12,12,9,17.8333,23.7778
2760,AW00013759,"Jackson Scott",60,New,"45 - 70",2013-04-03,147,4,101,4,4,0,25.2500,101
1758,AW00012757,"Sara Ramirez",45,New,"20 - 45",2013-04-03,147,3,107,3,3,0,35.6667,107
2285,AW00013284,"Victoria Butler",63,New,"45 - 70",2013-07-02,144,5,4767,5,5,2,953.4000,2383.5000
1942,AW00012941,"Maria Morgan",49,Regular,"45 - 70",2013-04-03,147,3,4818,3,3,14,1606.0000,344.1429
41,AW00011040,"Jesse Murphy",42,New,"20 - 45",2013-04-03,147,3,2351,3,3,0,783.6667,2351
2102,AW00013101,"Alex Sanchez",62,New,"45 - 70",2013-07-18,143,4,4736,4,4,3,1184.0000,1578.6667
3772,AW00014771,"Heidi Vance",51,VIP,"45 - 70",2013-10-17,140,6,6689,6,6,27,1114.8333,247.7407
978,AW00011977,"Bonnie Jai",60,VIP,"45 - 70",2013-08-15,142,8,8213,8,8,21,1026.6250,391.0952
2042,AW00013041,"Cameron Brown",68,New,"45 - 70",2013-06-19,144,5,154,5,5,2,30.8000,77.0000
242,AW00011241,"Lisa Cai",51,VIP,"45 - 70",2013-10-29,140,25,11468,25,25,13,458.7200,882.1538
507,AW00011506,"Nicholas Brown",53,New,"45 - 70",2014-01-22,137,36,748,36,36,10,20.7778,74.8000
491,AW00011490,"Danny Rubio",49,New,"45 - 70",2013-04-04,147,1,54,1,1,0,54.0000,54
3185,AW00014184,"Caleb Jenkins",55,New,"45 - 70",2013-07-29,143,6,105,6,6,3,17.5000,35.0000
3424,AW00014423,"Jill Ruiz",61,New,"45 - 70",2013-05-15,145,9,142,9,9,1,15.7778,142.0000
1458,AW00012457,"Misty Rai",60,New,"45 - 70",2013-04-04,147,2,24,2,2,0,12.0000,24
1797,AW00012796,"Jason Zhang",60,New,"45 - 70",2013-04-04,147,2,72,2,2,0,36.0000,72
1765,AW00012764,"Alexandra Harris",60,Regular,"45 - 70",2013-04-04,147,2,4347,2,2,15,2173.5000,289.8000
1981,AW00012980,"Max Moyer",60,Regular,"45 - 70",2013-04-04,147,4,4553,4,4,14,1138.2500,325.2143
1927,AW00012926,"Sara Murphy",53,Regular,"45 - 70",2013-04-04,147,4,4795,4,4,14,1198.7500,342.5000
1290,AW00012289,"Joseph Taylor",40,VIP,"20 - 45",2013-05-22,145,8,5646,8,8,12,705.7500,470.5000
3304,AW00014303,"Briana Ramos",57,Regular,"45 - 70",2013-09-20,141,5,3636,5,5,12,727.2000,303.0000
1354,AW00012353,"Joe Ramos",40,VIP,"20 - 45",2013-08-29,142,5,6765,5,5,19,1353.0000,356.0526
1681,AW00012680,"George Sanchez",47,VIP,"45 - 70",2013-09-17,141,10,6880,10,10,18,688.0000,382.2222
1348,AW00012347,"Summer Madan",44,VIP,"20 - 45",2013-09-24,141,6,6839,6,6,20,1139.8333,341.9500
1011,AW00012010,"Max Serrano",62,VIP,"45 - 70",2013-08-06,143,8,8203,8,8,19,1025.3750,431.7368
989,AW00011988,"Kathryn Chapman",57,VIP,"45 - 70",2013-08-06,143,6,8078,6,6,20,1346.3333,403.9000
1309,AW00012308,"Margaret He",54,VIP,"45 - 70",2013-11-19,139,14,13268,14,14,29,947.7143,457.5172
615,AW00011614,"Katrina Sharma",44,New,"20 - 45",2013-04-05,147,5,4438,5,5,10,887.6000,443.8000
1994,AW00012993,"Xavier Henderson",45,New,"20 - 45",2013-05-28,145,5,96,5,5,1,19.2000,96.0000
533,AW00011532,"Lauren Miller",62,New,"45 - 70",2013-12-27,138,4,44,4,4,8,11.0000,5.5000
650,AW00011649,"Ian White",45,New,"20 - 45",2013-04-23,146,3,91,3,3,0,30.3333,91
678,AW00011677,"Charles Walker",44,New,"20 - 45",2013-11-30,139,10,297,10,10,7,29.7000,42.4286
277,AW00011276,"Nancy Chapman",50,New,"45 - 70",2014-01-22,137,57,987,57,57,11,17.3158,89.7273
3627,AW00014626,"Jesse Gray",58,New,"45 - 70",2013-12-23,138,8,197,8,8,8,24.6250,24.6250
3512,AW00014511,"Danielle Rogers",51,New,"45 - 70",2013-04-05,147,3,90,3,3,0,30.0000,90
2695,AW00013694,"Savannah Gray",42,New,"20 - 45",2013-09-30,141,5,106,5,5,5,21.2000,21.2000
937,AW00011936,"Hunter Clark",42,New,"20 - 45",2013-04-05,147,3,42,3,3,0,14.0000,42
1411,AW00012410,"Mariah Richardson",44,New,"20 - 45",2014-01-16,137,3,160,3,3,9,53.3333,17.7778
1866,AW00012865,"Brandy Martinez",43,New,"20 - 45",2013-04-29,146,7,114,7,7,0,16.2857,114
3025,AW00014024,"Hannah Moore",44,Regular,"20 - 45",2013-04-05,147,5,1902,5,5,13,380.4000,146.3077
2203,AW00013202,"Natasha Romero",75,Regular,"above 70",2013-04-05,147,4,4559,4,4,14,1139.7500,325.6429
2033,AW00013032,"Kevin Baker",42,Regular,"20 - 45",2013-04-05,147,3,4740,3,3,15,1580.0000,316.0000
3713,AW00014712,"Eugene Liu",48,VIP,"45 - 70",2013-10-04,141,5,6660,5,5,28,1332.0000,237.8571
248,AW00011247,"Claudia Zhou",63,VIP,"45 - 70",2013-08-17,142,12,7131,12,12,29,594.2500,245.8966
2256,AW00013255,"Lance Blanco",62,VIP,"45 - 70",2013-12-02,139,12,7393,12,12,12,616.0833,616.0833
2559,AW00013558,"Karen Lu",45,VIP,"20 - 45",2013-11-13,139,6,6500,6,6,22,1083.3333,295.4545
3066,AW00014065,"Samuel Diaz",56,VIP,"45 - 70",2013-08-10,143,4,5608,4,4,12,1402.0000,467.3333
2122,AW00013121,"Latasha Jimenez",49,New,"45 - 70",2013-09-06,142,5,121,5,5,5,24.2000,24.2000
633,AW00011632,"Alexandra Jenkins",43,New,"20 - 45",2014-01-03,138,34,1001,34,34,11,29.4412,91.0000
662,AW00011661,"Jeremiah James",44,New,"20 - 45",2013-12-14,138,11,287,11,11,8,26.0909,35.8750
3446,AW00014445,"Benjamin Henderson",54,New,"45 - 70",2013-04-06,147,4,101,4,4,0,25.2500,101
3244,AW00014243,"Gregory Winston",72,New,"above 70",2013-04-06,147,2,72,2,2,0,36.0000,72
3423,AW00014422,"Cara Lu",55,New,"45 - 70",2013-04-06,147,3,39,3,3,0,13.0000,39
3944,AW00014943,"Lindsay Pal",47,New,"45 - 70",2013-04-06,147,3,37,3,3,0,12.3333,37
1604,AW00012603,"Cole Reed",54,New,"45 - 70",2013-09-24,141,5,117,5,5,5,23.4000,23.4000
500,AW00011499,"Pedro Vance",45,New,"20 - 45",2013-06-29,144,6,192,6,6,2,32.0000,96.0000
1961,AW00012960,"Ashley Lewis",51,New,"45 - 70",2013-05-27,145,4,51,4,4,1,12.7500,51.0000
1723,AW00012722,"Latasha Gomez",39,New,"20 - 45",2013-04-06,147,3,39,3,3,0,13.0000,39
2070,AW00013069,"Adam Green",45,Regular,"20 - 45",2013-04-06,147,3,2732,3,3,14,910.6667,195.1429
2069,AW00013068,"Alexandria Morris",40,Regular,"20 - 45",2013-04-06,147,5,2816,5,5,14,563.2000,201.1429
2994,AW00013993,"Zachary Patterson",41,Regular,"20 - 45",2013-04-06,147,3,1804,3,3,14,601.3333,128.8571
3081,AW00014080,"Cynthia Srini",43,Regular,"20 - 45",2013-04-06,147,4,1848,4,4,12,462.0000,154.0000
2204,AW00013203,"Bailey Bell",75,Regular,"above 70",2013-04-06,147,4,4492,4,4,14,1123.0000,320.8571
1439,AW00012438,"Bailey Rogers",58,VIP,"45 - 70",2013-04-06,147,2,5898,2,2,15,2949.0000,393.2000
3305,AW00014304,"Jacquelyn Jimenez",52,Regular,"45 - 70",2013-10-21,140,4,3595,4,4,12,898.7500,299.5833
1302,AW00012301,"Nichole Nara",73,VIP,"above 70",2013-11-20,139,13,13294,13,13,30,1022.6154,443.1333
3277,AW00014276,"Melody Suarez",64,New,"45 - 70",2013-08-29,142,11,5258,11,11,11,478.0000,478.0000
1283,AW00012282,"Nicolas Tang",44,New,"20 - 45",2013-04-07,147,3,5111,3,3,11,1703.6667,464.6364
3065,AW00014064,"Stacey Li",55,New,"45 - 70",2013-08-19,142,8,5694,8,8,11,711.7500,517.6364
95,AW00011094,"Cedric Ma",57,New,"45 - 70",2014-01-11,138,8,236,8,8,9,29.5000,26.2222
3238,AW00014237,"Kate Andersen",44,New,"20 - 45",2013-08-11,143,5,90,5,5,4,18.0000,22.5000
2150,AW00013149,"Linda Ferrier",68,New,"45 - 70",2013-11-28,139,3,65,3,3,7,21.6667,9.2857
2800,AW00013799,"Bryan Bailey",47,Regular,"45 - 70",2013-04-07,147,4,3010,4,4,14,752.5000,215.0000
222,AW00011221,"Nathan Perry",69,New,"45 - 70",2013-10-17,140,4,46,4,4,6,11.5000,7.6667
2921,AW00013920,"Amanda Rogers",55,New,"45 - 70",2013-10-29,140,12,268,12,12,6,22.3333,44.6667
2198,AW00013197,"Katherine Smith",76,New,"above 70",2013-11-10,140,8,105,8,8,7,13.1250,15.0000
3569,AW00014568,"Priscilla Kumar",43,New,"20 - 45",2013-04-07,147,4,55,4,4,0,13.7500,55
3555,AW00014554,"Isaac Mitchell",74,New,"above 70",2013-08-09,143,5,178,5,5,4,35.6000,44.5000
3962,AW00014961,"Jaclyn Yang",49,New,"45 - 70",2013-04-07,147,4,151,4,4,0,37.7500,151
1738,AW00012737,"Brett Chandra",46,New,"45 - 70",2013-04-07,147,2,45,2,2,0,22.5000,45
1729,AW00012728,"Jeremiah Stewart",40,New,"20 - 45",2013-04-07,147,2,60,2,2,0,30.0000,60
3888,AW00014887,"Lauren Wilson",65,New,"45 - 70",2013-04-07,147,4,87,4,4,0,21.7500,87
618,AW00011617,"Sean Brooks",60,VIP,"45 - 70",2013-04-07,147,4,5935,4,4,18,1483.7500,329.7222
627,AW00011626,"Destiny Rogers",46,VIP,"45 - 70",2013-04-07,147,4,5959,4,4,19,1489.7500,313.6316
1343,AW00012342,"Morgan Young",44,VIP,"20 - 45",2013-09-23,141,7,6838,7,7,20,976.8571,341.9000
113,AW00011112,"Crystal Wang",57,VIP,"45 - 70",2013-09-02,142,6,8295,6,6,27,1382.5000,307.2222
329,AW00011328,"Julian Griffin",80,New,"above 70",2013-04-07,147,4,4718,4,4,3,1179.5000,1572.6667
584,AW00011583,"Karla Xu",54,New,"45 - 70",2013-04-08,147,4,4381,4,4,3,1095.2500,1460.3333
1273,AW00012272,"Justin Alexander",60,VIP,"45 - 70",2013-04-08,147,5,5139,5,5,12,1027.8000,428.2500
1211,AW00012210,"Alan He",41,VIP,"20 - 45",2013-11-11,140,6,6825,6,6,19,1137.5000,359.2105
3684,AW00014683,"Molly Sai",55,New,"45 - 70",2013-09-27,141,5,99,5,5,6,19.8000,16.5000
620,AW00011619,"Sierra Young",46,New,"45 - 70",2013-12-02,139,29,633,29,29,9,21.8276,70.3333
623,AW00011622,"Gabriel Allen",46,New,"45 - 70",2013-06-15,144,5,133,5,5,2,26.6000,66.5000
750,AW00011749,"Eduardo Jackson",44,New,"20 - 45",2013-12-31,138,4,48,4,4,8,12.0000,6.0000
278,AW00011277,"Charles Jackson",56,New,"45 - 70",2014-01-16,137,65,1434,65,65,11,22.0615,130.3636
520,AW00011519,"Jerome Navarro",64,New,"45 - 70",2014-01-11,138,36,756,36,36,9,21.0000,84.0000
3642,AW00014641,"Timothy Turner",46,New,"45 - 70",2013-10-16,140,6,120,6,6,6,20.0000,20.0000
3656,AW00014655,"Kayla Washington",55,New,"45 - 70",2013-05-10,146,5,175,5,5,2,35.0000,87.5000
1127,AW00012126,"Tammy Raman",62,New,"45 - 70",2013-08-15,142,4,81,4,4,4,20.2500,20.2500
851,AW00011850,"Brooke Ramirez",44,New,"20 - 45",2013-06-03,145,5,149,5,5,1,29.8000,149.0000
1455,AW00012454,"Samuel Griffin",60,New,"45 - 70",2013-04-08,147,4,72,4,4,0,18.0000,72
2098,AW00013097,"Dalton Hughes",57,New,"45 - 70",2013-04-08,147,1,22,1,1,0,22.0000,22
2337,AW00013336,"Deanna Gill",79,New,"above 70",2013-04-08,147,3,107,3,3,0,35.6667,107
3109,AW00014108,"Thomas Yang",44,New,"20 - 45",2013-04-08,147,2,839,2,2,0,419.5000,839
672,AW00011671,"Jessica Brown",53,VIP,"45 - 70",2013-04-08,147,4,5970,4,4,17,1492.5000,351.1765
2103,AW00013102,"Mariah Bryant",62,New,"45 - 70",2013-04-08,147,5,2387,5,5,0,477.4000,2387
1670,AW00012669,"Irving Schmidt",43,VIP,"20 - 45",2013-09-19,141,5,6791,5,5,19,1358.2000,357.4211
1338,AW00012337,"Dustin Goldstein",44,VIP,"20 - 45",2013-08-08,143,7,8137,7,7,20,1162.4286,406.8500
1217,AW00012216,"Gerald Rodriguez",57,VIP,"45 - 70",2013-12-17,138,9,6955,9,9,20,772.7778,347.7500
588,AW00011587,"Kevin Bryant",49,New,"45 - 70",2013-04-09,147,5,4540,5,5,4,908.0000,1135.0000
2771,AW00013770,"Gerald Moreno",51,VIP,"45 - 70",2013-10-04,141,5,6428,5,5,29,1285.6000,221.6552
1008,AW00012007,"Shannon Sun",58,VIP,"45 - 70",2013-09-21,141,8,7024,8,8,21,878.0000,334.4762
982,AW00011981,"Alexandria Howard",62,New,"45 - 70",2014-01-28,137,6,120,6,6,9,20.0000,13.3333
413,AW00011412,"Sydney Bryant",65,VIP,"45 - 70",2013-10-11,141,11,9880,11,11,23,898.1818,429.5652
3173,AW00014172,"Carla Garcia",75,New,"above 70",2013-09-18,141,6,75,6,6,5,12.5000,15.0000
696,AW00011695,"Logan Campbell",56,New,"45 - 70",2013-08-19,142,4,129,4,4,4,32.2500,32.2500
2534,AW00013533,"Eduardo Butler",52,New,"45 - 70",2013-12-08,139,6,138,6,6,7,23.0000,19.7143
2196,AW00013195,"Aaron Perry",65,New,"45 - 70",2013-04-09,147,2,72,2,2,0,36.0000,72
427,AW00011426,"Kristopher Mehta",66,New,"45 - 70",2013-04-09,147,1,35,1,1,0,35.0000,35
2175,AW00013174,"Gabriella Morris",51,Regular,"45 - 70",2013-04-09,147,4,4559,4,4,14,1139.7500,325.6429
133,AW00011132,"Melissa Richardson",39,New,"20 - 45",2013-04-09,147,6,2372,6,6,0,395.3333,2372
1001,AW00012000,"Ashley Russell",54,VIP,"45 - 70",2013-08-15,142,8,8183,8,8,20,1022.8750,409.1500
1003,AW00012002,"Adriana Lopez",55,VIP,"45 - 70",2013-08-03,143,6,8145,6,6,20,1357.5000,407.2500
1216,AW00012215,"Karla She",57,VIP,"45 - 70",2013-12-21,138,9,6890,9,9,21,765.5556,328.0952
611,AW00011610,"Blake Collins",44,VIP,"20 - 45",2013-11-01,140,6,6786,6,6,21,1131.0000,323.1429
881,AW00011880,"Melissa Sanchez",60,New,"45 - 70",2013-11-03,140,4,50,4,4,6,12.5000,8.3333
2640,AW00013639,"Colin Liang",48,New,"45 - 70",2013-06-21,144,5,189,5,5,4,37.8000,47.2500
46,AW00011045,"Leonard Nara",69,New,"45 - 70",2013-10-29,140,4,115,4,4,6,28.7500,19.1667
2046,AW00013045,"Anne Gomez",56,New,"45 - 70",2013-07-17,143,3,62,3,3,3,20.6667,20.6667
1333,AW00012332,"Andres Nara",71,VIP,"above 70",2013-06-24,144,10,10789,10,10,24,1078.9000,449.5417
128,AW00011127,"Jan Edwards",44,New,"20 - 45",2013-10-01,141,3,44,3,3,5,14.6667,8.8000
1197,AW00012196,"Alexis Miller",66,New,"45 - 70",2014-01-13,137,8,160,8,8,9,20.0000,17.7778
2924,AW00013923,"Steven Howard",51,New,"45 - 70",2013-04-10,147,2,57,2,2,0,28.5000,57
1734,AW00012733,"Lacey Cai",47,New,"45 - 70",2013-09-06,142,3,43,3,3,4,14.3333,10.7500
1742,AW00012741,"Raymond Sam",47,New,"45 - 70",2013-04-10,147,2,40,2,2,0,20.0000,40
1320,AW00012319,"Shannon Ye",67,New,"45 - 70",2013-12-03,139,3,79,3,3,7,26.3333,11.2857
2250,AW00013249,"Ryan Perry",67,New,"45 - 70",2013-07-21,143,5,4795,5,5,3,959.0000,1598.3333
1935,AW00012934,"Jason Foster",44,Regular,"20 - 45",2013-04-10,147,5,4552,5,5,15,910.4000,303.4667
990,AW00011989,"Kara Anand",41,VIP,"20 - 45",2013-08-06,143,5,8140,5,5,21,1628.0000,387.6190
1385,AW00012384,"Jacquelyn Gutierrez",46,New,"45 - 70",2013-04-10,147,8,5056,8,8,7,632.0000,722.2857
1038,AW00012037,"Patricia Chapman",76,VIP,"above 70",2013-09-09,142,8,7107,8,8,20,888.3750,355.3500
1299,AW00012298,"Crystal Zeng",74,VIP,"above 70",2013-12-11,139,10,8052,10,10,15,805.2000,536.8000
1367,AW00012366,"Stephanie Cox",77,New,"above 70",2013-11-27,139,5,89,5,5,7,17.8000,12.7143
2044,AW00013043,"Brenda Madan",67,New,"45 - 70",2013-09-21,141,6,176,6,6,5,29.3333,35.2000
3068,AW00014067,"Larry Sanz",57,New,"45 - 70",2013-08-16,142,4,115,4,4,4,28.7500,28.7500
652,AW00011651,"Patricia Garcia",42,New,"20 - 45",2013-10-18,140,8,226,8,8,7,28.2500,32.2857
3634,AW00014633,"Timothy Morgan",58,New,"45 - 70",2013-10-31,140,11,243,11,11,8,22.0909,30.3750
2268,AW00013267,"Matthew Moore",87,New,"above 70",2014-01-06,138,8,125,8,8,8,15.6250,15.6250
1100,AW00012099,"Sydney Hall",70,New,"45 - 70",2013-11-05,140,2,44,2,2,6,22.0000,7.3333
695,AW00011694,"Jonathon Ortega",55,New,"45 - 70",2013-09-28,141,4,129,4,4,5,32.2500,25.8000
1508,AW00012507,"Ian Bell",51,New,"45 - 70",2013-04-11,147,1,9,1,1,0,9.0000,9
3096,AW00014095,"Paige Griffin",43,New,"20 - 45",2013-04-11,147,4,1801,4,4,11,450.2500,163.7273
3106,AW00014105,"Jackson Zhang",43,Regular,"20 - 45",2013-04-11,147,4,1784,4,4,12,446.0000,148.6667
2209,AW00013208,"Cassidy Bryant",74,Regular,"above 70",2013-04-11,147,5,4813,5,5,15,962.6000,320.8667
1208,AW00012207,"Samuel Hill",79,VIP,"above 70",2013-04-11,147,3,5875,3,3,15,1958.3333,391.6667
1340,AW00012339,"Clayton Jai",43,VIP,"20 - 45",2013-08-03,143,5,6865,5,5,18,1373.0000,381.3889
1193,AW00012192,"Jocelyn Hayes",65,New,"45 - 70",2013-12-22,138,3,160,3,3,8,53.3333,20.0000
3308,AW00014307,"Ross Perez",58,New,"45 - 70",2013-07-15,143,5,196,5,5,4,39.2000,49.0000
642,AW00011641,"James Chen",49,New,"45 - 70",2013-08-18,142,11,302,11,11,6,27.4545,50.3333
3400,AW00014399,"Jeremy Peterson",66,New,"45 - 70",2013-04-12,146,1,5,1,1,0,5.0000,5
3697,AW00014696,"Shawn Anand",47,New,"45 - 70",2013-04-12,146,3,42,3,3,0,14.0000,42
3144,AW00014143,"Jill Sandoval",54,New,"45 - 70",2014-01-17,137,6,134,6,6,9,22.3333,14.8889
785,AW00011784,"Jose Turner",47,New,"45 - 70",2013-12-17,138,12,272,12,12,8,22.6667,34.0000
688,AW00011687,"Cody Torres",49,New,"45 - 70",2013-06-21,144,3,98,3,3,2,32.6667,49.0000
2993,AW00013992,"Gregory Xie",41,Regular,"20 - 45",2013-04-12,146,4,1801,4,4,15,450.2500,120.0667
3099,AW00014098,"Allison Lopez",40,Regular,"20 - 45",2013-04-12,146,4,1845,4,4,12,461.2500,153.7500
1919,AW00012918,"Brooke Murphy",44,Regular,"20 - 45",2013-04-12,146,2,4763,2,2,15,2381.5000,317.5333
1349,AW00012348,"Jimmy Vazquez",45,VIP,"20 - 45",2013-09-12,141,10,6906,10,10,19,690.6000,363.4737
1671,AW00012670,"Sarah Martinez",44,VIP,"20 - 45",2013-09-12,141,5,6785,5,5,18,1357.0000,376.9444
616,AW00011615,"Dwayne Navarro",44,VIP,"20 - 45",2013-04-13,146,7,5205,7,7,13,743.5714,400.3846
1649,AW00012648,"Lori Dominguez",67,New,"45 - 70",2013-05-01,146,8,6817,8,8,7,852.1250,973.8571
3071,AW00014070,"Ricky Alonso",61,New,"45 - 70",2013-08-12,142,4,5619,4,4,11,1404.7500,510.8182
3687,AW00014686,"Casey Raje",56,New,"45 - 70",2013-11-09,140,5,204,5,5,6,40.8000,34.0000
